"icd10cm","icd10cm_str","phecode","phecode_str","exclude_range","exclude_name","leaf","rollup"
"K11.4","Fistula of salivary gland","527","Diseases of the salivary glands","527-529.99","digestive","0","1"
"O20.9","Hemorrhage in early pregnancy, unspecified","636.3","Hemorrhage in early pregnancy","634-636.99","pregnancy complications","1","1"
"O20","Hemorrhage in early pregnancy","636.3","Hemorrhage in early pregnancy","634-636.99","pregnancy complications","1","1"
"O20.0","Threatened abortion","636.3","Hemorrhage in early pregnancy","634-636.99","pregnancy complications","1","1"
"O20.8","Other hemorrhage in early pregnancy","636.3","Hemorrhage in early pregnancy","634-636.99","pregnancy complications","1","1"
"L98.493","Non-pressure chronic ulcer of skin of other sites with necrosis of muscle","707.3","Chronic ulcer of unspecified site","707-707.99","dermatologic","1","1"
"L98.423","Non-pressure chronic ulcer of back with necrosis of muscle","707.3","Chronic ulcer of unspecified site","707-707.99","dermatologic","1","1"
"I70.75","any condition classifiable to I70.718 and I70.728","707.3","Chronic ulcer of unspecified site","707-707.99","dermatologic","1","1"
"L98.421","Non-pressure chronic ulcer of back limited to breakdown of skin","707.3","Chronic ulcer of unspecified site","707-707.99","dermatologic","1","1"
"I70.35","any condition classifiable to I70.318 and I70.328","707.3","Chronic ulcer of unspecified site","707-707.99","dermatologic","1","1"
"L98.499","Non-pressure chronic ulcer of skin of other sites with unspecified severity","707.3","Chronic ulcer of unspecified site","707-707.99","dermatologic","1","1"
"L98.412","Non-pressure chronic ulcer of buttock with fat layer exposed","707.3","Chronic ulcer of unspecified site","707-707.99","dermatologic","1","1"
"L98.411","Non-pressure chronic ulcer of buttock limited to breakdown of skin","707.3","Chronic ulcer of unspecified site","707-707.99","dermatologic","1","1"
"L98.424","Non-pressure chronic ulcer of back with necrosis of bone","707.3","Chronic ulcer of unspecified site","707-707.99","dermatologic","1","1"
"I70.45","any condition classifiable to I70.418, I70.428, and I70.438","707.3","Chronic ulcer of unspecified site","707-707.99","dermatologic","1","1"
"L98.492","Non-pressure chronic ulcer of skin of other sites with fat layer exposed","707.3","Chronic ulcer of unspecified site","707-707.99","dermatologic","1","1"
"L98.414","Non-pressure chronic ulcer of buttock with necrosis of bone","707.3","Chronic ulcer of unspecified site","707-707.99","dermatologic","1","1"
"L98.491","Non-pressure chronic ulcer of skin of other sites limited to breakdown of skin","707.3","Chronic ulcer of unspecified site","707-707.99","dermatologic","1","1"
"I70.25","Atherosclerosis of native arteries of other extremities with ulceration","707.3","Chronic ulcer of unspecified site","707-707.99","dermatologic","1","1"
"L98.494","Non-pressure chronic ulcer of skin of other sites with necrosis of bone","707.3","Chronic ulcer of unspecified site","707-707.99","dermatologic","1","1"
"L98.422","Non-pressure chronic ulcer of back with fat layer exposed","707.3","Chronic ulcer of unspecified site","707-707.99","dermatologic","1","1"
"L98.429","Non-pressure chronic ulcer of back with unspecified severity","707.3","Chronic ulcer of unspecified site","707-707.99","dermatologic","1","1"
"L98.419","Non-pressure chronic ulcer of buttock with unspecified severity","707.3","Chronic ulcer of unspecified site","707-707.99","dermatologic","1","1"
"I70.65","any condition classifiable to I70.618 and I70.628","707.3","Chronic ulcer of unspecified site","707-707.99","dermatologic","1","1"
"L98.413","Non-pressure chronic ulcer of buttock with necrosis of muscle","707.3","Chronic ulcer of unspecified site","707-707.99","dermatologic","1","1"
"I70.55","any condition classifiable to I70.518, I70.528, and I70.538","707.3","Chronic ulcer of unspecified site","707-707.99","dermatologic","1","1"
"H31","Other disorders of choroid","363","Chorioretinal inflammations, scars, and other disorders of choroid","360-365.99","sense organs","0","1"
"H31.42","Serous choroidal detachment","363","Chorioretinal inflammations, scars, and other disorders of choroid","360-365.99","sense organs","0","1"
"H31.312","Expulsive choroidal hemorrhage, left eye","363","Chorioretinal inflammations, scars, and other disorders of choroid","360-365.99","sense organs","0","1"
"H31.32","Choroidal rupture","363","Chorioretinal inflammations, scars, and other disorders of choroid","360-365.99","sense organs","0","1"
"H31.402","Unspecified choroidal detachment, left eye","363","Chorioretinal inflammations, scars, and other disorders of choroid","360-365.99","sense organs","0","1"
"H31.41","Hemorrhagic choroidal detachment","363","Chorioretinal inflammations, scars, and other disorders of choroid","360-365.99","sense organs","0","1"
"H31.329","Choroidal rupture, unspecified eye","363","Chorioretinal inflammations, scars, and other disorders of choroid","360-365.99","sense organs","0","1"
"H31.422","Serous choroidal detachment, left eye","363","Chorioretinal inflammations, scars, and other disorders of choroid","360-365.99","sense organs","0","1"
"H31.313","Expulsive choroidal hemorrhage, bilateral","363","Chorioretinal inflammations, scars, and other disorders of choroid","360-365.99","sense organs","0","1"
"H31.8","Other specified disorders of choroid","363","Chorioretinal inflammations, scars, and other disorders of choroid","360-365.99","sense organs","0","1"
"H31.9","Unspecified disorder of choroid","363","Chorioretinal inflammations, scars, and other disorders of choroid","360-365.99","sense organs","0","1"
"H31.322","Choroidal rupture, left eye","363","Chorioretinal inflammations, scars, and other disorders of choroid","360-365.99","sense organs","0","1"
"H31.40","Unspecified choroidal detachment","363","Chorioretinal inflammations, scars, and other disorders of choroid","360-365.99","sense organs","0","1"
"H31.411","Hemorrhagic choroidal detachment, right eye","363","Chorioretinal inflammations, scars, and other disorders of choroid","360-365.99","sense organs","0","1"
"H31.429","Serous choroidal detachment, unspecified eye","363","Chorioretinal inflammations, scars, and other disorders of choroid","360-365.99","sense organs","0","1"
"H31.31","Expulsive choroidal hemorrhage","363","Chorioretinal inflammations, scars, and other disorders of choroid","360-365.99","sense organs","0","1"
"H31.401","Unspecified choroidal detachment, right eye","363","Chorioretinal inflammations, scars, and other disorders of choroid","360-365.99","sense organs","0","1"
"H31.419","Hemorrhagic choroidal detachment, unspecified eye","363","Chorioretinal inflammations, scars, and other disorders of choroid","360-365.99","sense organs","0","1"
"H31.309","Unspecified choroidal hemorrhage, unspecified eye","363","Chorioretinal inflammations, scars, and other disorders of choroid","360-365.99","sense organs","0","1"
"H31.413","Hemorrhagic choroidal detachment, bilateral","363","Chorioretinal inflammations, scars, and other disorders of choroid","360-365.99","sense organs","0","1"
"H31.409","Unspecified choroidal detachment, unspecified eye","363","Chorioretinal inflammations, scars, and other disorders of choroid","360-365.99","sense organs","0","1"
"H31.302","Unspecified choroidal hemorrhage, left eye","363","Chorioretinal inflammations, scars, and other disorders of choroid","360-365.99","sense organs","0","1"
"H31.403","Unspecified choroidal detachment, bilateral","363","Chorioretinal inflammations, scars, and other disorders of choroid","360-365.99","sense organs","0","1"
"H31.423","Serous choroidal detachment, bilateral","363","Chorioretinal inflammations, scars, and other disorders of choroid","360-365.99","sense organs","0","1"
"H31.421","Serous choroidal detachment, right eye","363","Chorioretinal inflammations, scars, and other disorders of choroid","360-365.99","sense organs","0","1"
"H31.311","Expulsive choroidal hemorrhage, right eye","363","Chorioretinal inflammations, scars, and other disorders of choroid","360-365.99","sense organs","0","1"
"H31.319","Expulsive choroidal hemorrhage, unspecified eye","363","Chorioretinal inflammations, scars, and other disorders of choroid","360-365.99","sense organs","0","1"
"H31.321","Choroidal rupture, right eye","363","Chorioretinal inflammations, scars, and other disorders of choroid","360-365.99","sense organs","0","1"
"H31.4","Choroidal detachment","363","Chorioretinal inflammations, scars, and other disorders of choroid","360-365.99","sense organs","0","1"
"H31.3","Choroidal hemorrhage and rupture","363","Chorioretinal inflammations, scars, and other disorders of choroid","360-365.99","sense organs","0","1"
"H31.412","Hemorrhagic choroidal detachment, left eye","363","Chorioretinal inflammations, scars, and other disorders of choroid","360-365.99","sense organs","0","1"
"H32","Chorioretinal disorders in diseases classified elsewhere","363","Chorioretinal inflammations, scars, and other disorders of choroid","360-365.99","sense organs","0","1"
"H31.323","Choroidal rupture, bilateral","363","Chorioretinal inflammations, scars, and other disorders of choroid","360-365.99","sense organs","0","1"
"H31.303","Unspecified choroidal hemorrhage, bilateral","363","Chorioretinal inflammations, scars, and other disorders of choroid","360-365.99","sense organs","0","1"
"H31.301","Unspecified choroidal hemorrhage, right eye","363","Chorioretinal inflammations, scars, and other disorders of choroid","360-365.99","sense organs","0","1"
"H31.30","Unspecified choroidal hemorrhage","363","Chorioretinal inflammations, scars, and other disorders of choroid","360-365.99","sense organs","0","1"
"C92.11","Chronic myeloid leukemia, BCR/ABL-positive, in remission","204.22","Myeloid leukemia, chronic","200-204.99","neoplasms","1","1"
"C92.10","Chronic myeloid leukemia, BCR/ABL-positive, not having achieved remission","204.22","Myeloid leukemia, chronic","200-204.99","neoplasms","1","1"
"C92.12","Chronic myeloid leukemia, BCR/ABL-positive, in relapse","204.22","Myeloid leukemia, chronic","200-204.99","neoplasms","1","1"
"C92.1","Chronic myeloid leukemia, BCR/ABL-positive","204.22","Myeloid leukemia, chronic","200-204.99","neoplasms","1","1"
"D65","Disseminated intravascular coagulation [defibrination syndrome]","286.6","Defibrination syndrome","286-287.99","hematopoietic","1","1"
"D68","Other coagulation defects","286.6","Defibrination syndrome","286-287.99","hematopoietic","1","1"
"G99.0","Autonomic neuropathy in diseases classified elsewhere","337.1","Peripheral autonomic neuropathy","330-337.99, 341-349.","neurological","1","1"
"G90.0","Idiopathic peripheral autonomic neuropathy","337.1","Peripheral autonomic neuropathy","330-337.99, 341-349.","neurological","1","1"
"G90.09","Other idiopathic peripheral autonomic neuropathy","337.1","Peripheral autonomic neuropathy","330-337.99, 341-349.","neurological","1","1"
"H16.332","Sclerosing keratitis, left eye","370","Keratitis","369-374.99","sense organs","0","1"
"H16","Keratitis","370","Keratitis","369-374.99","sense organs","0","1"
"H16.403","Unspecified corneal neovascularization, bilateral","370","Keratitis","369-374.99","sense organs","0","1"
"H16.431","Localized vascularization of cornea, right eye","370","Keratitis","369-374.99","sense organs","0","1"
"H16.449","Deep vascularization of cornea, unspecified eye","370","Keratitis","369-374.99","sense organs","0","1"
"H16.409","Unspecified corneal neovascularization, unspecified eye","370","Keratitis","369-374.99","sense organs","0","1"
"H16.439","Localized vascularization of cornea, unspecified eye","370","Keratitis","369-374.99","sense organs","0","1"
"H16.30","Unspecified interstitial keratitis","370","Keratitis","369-374.99","sense organs","0","1"
"H16.4","Corneal neovascularization","370","Keratitis","369-374.99","sense organs","0","1"
"H16.33","Sclerosing keratitis","370","Keratitis","369-374.99","sense organs","0","1"
"H16.309","Unspecified interstitial keratitis, unspecified eye","370","Keratitis","369-374.99","sense organs","0","1"
"H16.32","Diffuse interstitial keratitis","370","Keratitis","369-374.99","sense organs","0","1"
"H16.443","Deep vascularization of cornea, bilateral","370","Keratitis","369-374.99","sense organs","0","1"
